33040,24.5619,-81.7711
33042,24.6617,-81.4697
33043,24.685,-81.3595
33051,24.7154,-81.0787
33050,24.7251,-81.0452
33036,24.9226,-80.6301
33070,25.0026,-80.5263
33037,25.1486,-80.3963
33034,25.4434,-80.495
33035,25.452,-80.45
33030,25.4783,-80.4864
33033,25.4875,-80.435
33039,25.5043,-80.3961
33031,25.5262,-80.4933
33032,25.5277,-80.4038
33170,25.5578,-80.4274
33190,25.5608,-80.3479
33189,25.5744,-80.3471
33177,25.5958,-80.404
33187,25.5988,-80.4676
33157,25.606,-80.3479
33158,25.6372,-80.3163
33196,25.6601,-80.4507
33176,25.6603,-80.3599
33186,25.6605,-80.4084
33156,25.6705,-80.3089
33149,25.6913,-80.1624
33193,25.697,-80.4448
33183,25.7005,-80.4097
33143,25.7012,-80.2997
33173,25.7013,-80.3592
33146,25.7197,-80.272
33185,25.7283,-80.4436
33133,25.7319,-80.2421
33175,25.735,-80.4079
33165,25.7351,-80.358
33155,25.7381,-80.3095
33145,25.7532,-80.2345
33194,25.7552,-80.4477
33134,25.7557,-80.2665
33129,25.7562,-80.203
33199,25.7571,-80.3809
33184,25.7588,-80.407
33109,25.7607,-80.1413
33174,25.7635,-80.3592
33144,25.765,-80.3102
33135,25.7676,-80.2321
33131,25.7676,-80.1895
33130,25.7686,-80.2033
33182,25.776,-80.4046
33128,25.7764,-80.2057
33126,25.7783,-80.2946
33101,25.7789,-80.1979
33172,25.7801,-80.3589
33125,25.7826,-80.2332
33132,25.783,-80.1888
33139,25.7836,-80.1381
33136,25.7863,-80.2033
33152,25.7952,-80.313
33122,25.8,-80.3204
33142,25.8123,-80.2349
33137,25.8131,-80.1892
33127,25.8137,-80.2053
34138,25.8138,-81.3593
33140,25.8182,-80.1283
33166,25.8221,-80.3086
33010,25.8335,-80.2824
33178,25.8336,-80.3692
33150,25.8504,-80.2063
33147,25.8505,-80.2367
33138,25.8509,-80.1852
33141,25.8571,-80.1299
34139,25.8574,-81.383
33013,25.8597,-80.2712
33012,25.865,-80.3059
33154,25.8865,-80.1288
33167,25.8868,-80.232
33016,25.8876,-80.3323
33168,25.8931,-80.2109
33161,25.894,-80.1818
33181,25.8971,-80.159
34141,25.8982,-81.267
33018,25.9,-80.3519
33014,25.9018,-80.3048
33054,25.9076,-80.2486
78521,25.9174,-97.4505
34140,25.9256,-81.6471
33162,25.9281,-80.1761
78520,25.9298,-97.5137
33160,25.9373,-80.1331
34145,25.9374,-81.7223
33015,25.94,-80.3166
33055,25.9442,-80.2789
33169,25.9448,-80.2141
34137,25.945,-81.3579
33056,25.9481,-80.2478
33179,25.9566,-80.1806
33180,25.9609,-80.1385
78526,25.9698,-97.478
33027,25.9857,-80.3369
33009,25.9862,-80.1409
33023,25.9887,-80.2116
33025,25.9928,-80.2782
33029,26.0025,-80.4014
33019,26.0112,-80.1211
33022,26.0134,-80.1433
33020,26.0161,-80.1502
33028,26.0184,-80.3459
33021,26.0217,-80.1882
33026,26.0244,-80.2953
33024,26.0249,-80.2425
78575,26.0318,-97.549
34114,26.0471,-81.6699
33004,26.0484,-80.1435
33331,26.0558,-80.3675
33332,26.0575,-80.4064
33330,26.0615,-80.3197
33314,26.0673,-80.2238
33328,26.0675,-80.2709
78578,26.0779,-97.2342
78566,26.0824,-97.471
34113,26.0837,-81.7164
33312,26.0942,-80.1789
33315,26.0971,-80.1528
33316,26.1029,-80.1278
78557,26.1061,-98.2516
78597,26.1097,-97.1679
33325,26.1121,-80.3225
33326,26.1124,-80.3741
33324,26.1128,-80.2718
33317,26.1134,-80.226
78586,26.1193,-97.6225
33327,26.1204,-80.4133
33388,26.1207,-80.2527
33301,26.1213,-80.1326
33394,26.1223,-80.1383
34112,26.1241,-81.7466
33337,26.1323,-80.2607
33304,26.1371,-80.1234
34102,26.1438,-81.7978
33311,26.1442,-80.1706
33313,26.1519,-80.2226
33322,26.1535,-80.2739
34104,26.154,-81.7369
33305,26.1543,-80.1256
33323,26.1556,-80.3115
78559,26.1589,-97.8259
78570,26.1611,-97.922
78599,26.1623,-97.9989
78596,26.165,-97.9866
33336,26.1654,-80.169
33306,26.1665,-80.1136
78503,26.1743,-98.2458
33351,26.1779,-80.2722
78577,26.1814,-98.1887
33334,26.1814,-80.1345
33319,26.1816,-80.2249
78537,26.1834,-98.0474
33309,26.1852,-80.1715
34116,26.1854,-81.7067
78516,26.1859,-98.1159
78552,26.1892,-97.7449
33308,26.1892,-80.1076
34103,26.1921,-81.8041
34105,26.197,-81.7657
78550,26.1993,-97.6855
78589,26.2012,-98.1488
34117,26.2019,-81.5975
33321,26.213,-80.2691
78572,26.2138,-98.3338
33068,26.2153,-80.2201
78501,26.2167,-98.2362
33060,26.2286,-80.1224
33069,26.2295,-80.1623
33062,26.2399,-80.093
78560,26.2406,-98.4811
34109,26.2413,-81.7676
33071,26.2443,-80.2624
78583,26.2451,-97.5359
34108,26.2453,-81.8096
78593,26.2483,-97.8248
33063,26.2501,-80.2117
33066,26.2534,-80.1798
34119,26.2586,-81.7195
78576,26.2587,-98.4458
78595,26.2618,-98.5589
78504,26.2622,-98.232
78574,26.2714,-98.3412
33065,26.272,-80.2567
33064,26.2779,-80.1123
34120,26.2799,-81.5896
78573,26.2825,-98.3105
78539,26.2883,-98.1802
34110,26.293,-81.7882
78543,26.2935,-97.9877
78562,26.2945,-97.9285
33073,26.301,-80.185
33067,26.3016,-80.2232
78542,26.3029,-98.1189
33076,26.3081,-80.2738
33441,26.3101,-80.0961
33442,26.3117,-80.1403
78541,26.3269,-98.1827
78538,26.3404,-97.9824
33432,26.3447,-80.0836
